Retailer,Retailer_ID,Invoice_Date,Region,State,City,Product,Price_per_Unit,Units_Sold,Total_Sales,Operating_Profit,Operating_Margin,Sales_Method
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Women's Street Footwear,30.00,600.00,180000.00,63000.00,0.35,In-store
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Women's Athletic Footwear,35.00,450.00,157500.00,55125.00,0.35,In-store
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Men's Apparel,50.00,500.00,250000.00,75000.00,0.30,In-store
Kohl's,1185732,14-01-2021,Northeast,New York,Albany,Women's Apparel,40.00,600.00,240000.00,60000.00,0.25,In-store
Kohl's,1185732,12-02-2021,Northeast,New York,Albany,Men's Street Footwear,40.00,850.00,340000.00,170000.00,0.50,In-store
Kohl's,1185732,12-02-2021,Northeast,New York,Albany,Men's Athletic Footwear,40.00,500.00,200000.00,60000.00,0.30,In-store
Kohl's,1185732,12-02-2021,Northeast,New York,Albany,Women's Street Footwear,30.00,550.00,165000.00,57750.00,0.35,In-store
Kohl's,1185732,12-02-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.00,425.00,148750.00,52062.50,0.35,In-store
Kohl's,1185732,12-02-2021,West,Wyoming,Cheyenne,Men's Apparel,50.00,500.00,250000.00,75000.00,0.30,In-store
Kohl's,1185732,12-02-2021,West,Wyoming,Cheyenne,Women's Apparel,40.00,600.00,240000.00,60000.00,0.25,In-store
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Men's Street Footwear,40.00,820.00,328000.00,164000.00,0.50,In-store
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.00,525.00,210000.00,63000.00,0.30,In-store
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Women's Street Footwear,30.00,550.00,165000.00,57750.00,0.35,In-store
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.00,400.00,140000.00,49000.00,0.35,In-store
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Men's Apparel,50.00,450.00,225000.00,67500.00,0.30,In-store
Kohl's,1185732,10-03-2021,West,Wyoming,Cheyenne,Women's Apparel,40.00,550.00,220000.00,55000.00,0.25,In-store
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Men's Street Footwear,40.00,800.00,320000.00,160000.00,0.50,In-store
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.00,500.00,200000.00,60000.00,0.30,In-store
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Women's Street Footwear,30.00,500.00,150000.00,52500.00,0.35,In-store
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,35.00,425.00,148750.00,52062.50,0.35,In-store
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Men's Apparel,50.00,425.00,212500.00,63750.00,0.30,In-store
Kohl's,1185732,11-04-2021,West,Wyoming,Cheyenne,Women's Apparel,40.00,550.00,220000.00,55000.00,0.25,In-store
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Men's Street Footwear,50.00,820.00,410000.00,205000.00,0.50,In-store
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.00,525.00,236250.00,70875.00,0.30,In-store
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Women's Street Footwear,40.00,500.00,200000.00,70000.00,0.35,In-store
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.00,450.00,180000.00,63000.00,0.35,In-store
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Men's Apparel,50.00,475.00,237500.00,71250.00,0.30,In-store
Kohl's,1185732,10-05-2021,West,Wyoming,Cheyenne,Women's Apparel,55.00,600.00,330000.00,82500.00,0.25,In-store
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Men's Street Footwear,50.00,850.00,425000.00,212500.00,0.50,In-store
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.00,600.00,270000.00,81000.00,0.30,In-store
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Women's Street Footwear,40.00,525.00,210000.00,73500.00,0.35,In-store
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.00,500.00,200000.00,70000.00,0.35,In-store
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Men's Apparel,50.00,500.00,250000.00,75000.00,0.30,In-store
Kohl's,1185732,12-06-2021,West,Wyoming,Cheyenne,Women's Apparel,55.00,650.00,357500.00,89375.00,0.25,In-store
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Men's Street Footwear,50.00,875.00,437500.00,218750.00,0.50,In-store
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.00,625.00,281250.00,84375.00,0.30,In-store
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Women's Street Footwear,40.00,550.00,220000.00,77000.00,0.35,In-store
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.00,500.00,200000.00,70000.00,0.35,In-store
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Men's Apparel,50.00,525.00,262500.00,78750.00,0.30,In-store
Kohl's,1185732,10-07-2021,West,Wyoming,Cheyenne,Women's Apparel,55.00,700.00,385000.00,96250.00,0.25,In-store
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Men's Street Footwear,50.00,850.00,425000.00,212500.00,0.50,In-store
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.00,625.00,281250.00,84375.00,0.30,In-store
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Women's Street Footwear,40.00,550.00,220000.00,77000.00,0.35,In-store
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.00,525.00,210000.00,73500.00,0.35,In-store
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Men's Apparel,50.00,500.00,250000.00,75000.00,0.30,In-store
Kohl's,1185732,11-08-2021,West,Wyoming,Cheyenne,Women's Apparel,55.00,675.00,371250.00,92812.50,0.25,In-store
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Men's Street Footwear,50.00,800.00,400000.00,200000.00,0.50,In-store
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.00,600.00,270000.00,81000.00,0.30,In-store
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Women's Street Footwear,40.00,525.00,210000.00,73500.00,0.35,In-store
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.00,500.00,200000.00,70000.00,0.35,In-store
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Men's Apparel,50.00,500.00,250000.00,75000.00,0.30,In-store
Kohl's,1185732,10-09-2021,West,Wyoming,Cheyenne,Women's Apparel,55.00,600.00,330000.00,82500.00,0.25,In-store
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Men's Street Footwear,55.00,775.00,426250.00,213125.00,0.50,In-store
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.00,600.00,270000.00,81000.00,0.30,In-store
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Women's Street Footwear,45.00,500.00,225000.00,78750.00,0.35,In-store
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,45.00,475.00,213750.00,74812.50,0.35,In-store
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Men's Apparel,55.00,475.00,261250.00,78375.00,0.30,In-store
Kohl's,1185732,12-10-2021,West,Wyoming,Cheyenne,Women's Apparel,60.00,600.00,360000.00,90000.00,0.25,In-store
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Men's Street Footwear,55.00,750.00,412500.00,206250.00,0.50,In-store
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.00,575.00,258750.00,77625.00,0.30,In-store
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Women's Street Footwear,45.00,520.00,234000.00,81900.00,0.35,In-store
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,45.00,500.00,225000.00,78750.00,0.35,In-store
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Men's Apparel,55.00,475.00,261250.00,78375.00,0.30,In-store
Kohl's,1185732,11-11-2021,West,Wyoming,Cheyenne,Women's Apparel,60.00,575.00,345000.00,86250.00,0.25,In-store
Kohl's,1185732,10-12-2021,West,Wyoming,Cheyenne,Men's Street Footwear,55.00,800.00,440000.00,220000.00,0.50,In-store
Kohl's,1185732,10-12-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,45.00,600.00,270000.00,81000.00,0.30,In-store
Foot Locker,1185732,10-12-2021,West,Wyoming,Cheyenne,Women's Street Footwear,45.00,550.00,247500.00,86625.00,0.35,In-store
Foot Locker,1185732,10-12-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,45.00,500.00,225000.00,78750.00,0.35,In-store
Foot Locker,1185732,10-12-2021,West,Wyoming,Cheyenne,Men's Apparel,55.00,500.00,275000.00,82500.00,0.30,In-store
Foot Locker,1185732,10-12-2021,West,Wyoming,Cheyenne,Women's Apparel,60.00,600.00,360000.00,90000.00,0.25,In-store
Foot Locker,1128299,24-01-2021,West,Wyoming,Cheyenne,Men's Street Footwear,30.00,350.00,105000.00,36750.00,0.35,In-store
Foot Locker,1128299,24-01-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.00,350.00,140000.00,49000.00,0.35,In-store
Foot Locker,1128299,24-01-2021,West,Wyoming,Cheyenne,Women's Street Footwear,40.00,350.00,140000.00,49000.00,0.35,In-store
Foot Locker,1128299,24-01-2021,West,Wyoming,Cheyenne,Women's Athletic Footwear,40.00,200.00,80000.00,28000.00,0.35,In-store
Foot Locker,1128299,24-01-2021,West,Wyoming,Cheyenne,Men's Apparel,45.00,150.00,67500.00,27000.00,0.40,In-store
Foot Locker,1128299,24-01-2021,West,Wyoming,Cheyenne,Women's Apparel,40.00,400.00,160000.00,48000.00,0.30,In-store
Foot Locker,1128299,24-02-2021,West,Wyoming,Cheyenne,Men's Street Footwear,30.00,450.00,135000.00,47250.00,0.35,In-store
Foot Locker,1128299,24-02-2021,West,Wyoming,Cheyenne,Men's Athletic Footwear,40.00,350.00,140000.00,49000.00,0.35,In-store
Foot Locker,1128299,24-02-2021,West,Wyoming,Cheyenne,Women's Street Footwear,40.00,350.00,140000.00,49000.00,0.35,In-store
Foot Locker,1128299,24-02-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,40.00,200.00,80000.00,28000.00,0.35,In-store
Foot Locker,1128299,24-02-2021,Southeast,Virginia,Richmond,Men's Apparel,45.00,125.00,56250.00,22500.00,0.40,In-store
Foot Locker,1128299,24-02-2021,Southeast,Virginia,Richmond,Women's Apparel,40.00,325.00,130000.00,39000.00,0.30,In-store
Foot Locker,1128299,23-03-2021,Southeast,Virginia,Richmond,Men's Street Footwear,40.00,475.00,190000.00,66500.00,0.35,In-store
Foot Locker,1128299,23-03-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,50.00,325.00,162500.00,56875.00,0.35,In-store
Foot Locker,1128299,23-03-2021,Southeast,Virginia,Richmond,Women's Street Footwear,55.00,350.00,192500.00,67375.00,0.35,In-store
Foot Locker,1128299,23-03-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.00,250.00,125000.00,43750.00,0.35,In-store
Foot Locker,1128299,23-03-2021,Southeast,Virginia,Richmond,Men's Apparel,55.00,100.00,55000.00,22000.00,0.40,In-store
Foot Locker,1128299,23-03-2021,Southeast,Virginia,Richmond,Women's Apparel,50.00,300.00,150000.00,45000.00,0.30,In-store
Foot Locker,1128299,24-04-2021,Southeast,Virginia,Richmond,Men's Street Footwear,55.00,475.00,261250.00,91437.50,0.35,In-store
Foot Locker,1128299,24-04-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,60.00,275.00,165000.00,57750.00,0.35,In-store
Foot Locker,1128299,24-04-2021,Southeast,Virginia,Richmond,Women's Street Footwear,60.00,325.00,195000.00,68250.00,0.35,In-store
Foot Locker,1128299,24-04-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.00,225.00,101250.00,35437.50,0.35,In-store
Foot Locker,1128299,24-04-2021,Southeast,Virginia,Richmond,Men's Apparel,50.00,125.00,62500.00,25000.00,0.40,In-store
Foot Locker,1128299,24-04-2021,Southeast,Virginia,Richmond,Women's Apparel,65.00,300.00,195000.00,58500.00,0.30,In-store
Foot Locker,1128299,25-05-2021,Southeast,Virginia,Richmond,Men's Street Footwear,50.00,500.00,250000.00,87500.00,0.35,In-store
Foot Locker,1128299,25-05-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.00,350.00,192500.00,67375.00,0.35,In-store
Foot Locker,1128299,25-05-2021,Southeast,Virginia,Richmond,Women's Street Footwear,55.00,350.00,192500.00,67375.00,0.35,In-store
Foot Locker,1128299,25-05-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.00,275.00,137500.00,48125.00,0.35,In-store
Foot Locker,1128299,25-05-2021,Southeast,Virginia,Richmond,Men's Apparel,45.00,175.00,78750.00,31500.00,0.40,In-store
Foot Locker,1128299,25-05-2021,Southeast,Virginia,Richmond,Women's Apparel,60.00,525.00,315000.00,94500.00,0.30,In-store
Foot Locker,1128299,24-06-2021,Southeast,Virginia,Richmond,Men's Street Footwear,55.00,775.00,426250.00,149187.50,0.35,In-store
Foot Locker,1128299,24-06-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,65.00,650.00,422500.00,147875.00,0.35,In-store
Foot Locker,1128299,24-06-2021,Southeast,Virginia,Richmond,Women's Street Footwear,80.00,650.00,520000.00,182000.00,0.35,In-store
Foot Locker,1128299,24-06-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,80.00,525.00,420000.00,147000.00,0.35,In-store
Foot Locker,1128299,24-06-2021,Southeast,Virginia,Richmond,Men's Apparel,90.00,400.00,360000.00,144000.00,0.40,In-store
Foot Locker,1128299,24-06-2021,Southeast,Virginia,Richmond,Women's Apparel,105.00,700.00,735000.00,220500.00,0.30,In-store
Foot Locker,1128299,23-07-2021,Southeast,Virginia,Richmond,Men's Street Footwear,85.00,850.00,722500.00,252875.00,0.35,In-store
Foot Locker,1128299,23-07-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,90.00,700.00,630000.00,220500.00,0.35,In-store
Foot Locker,1128299,23-07-2021,Southeast,Virginia,Richmond,Women's Street Footwear,90.00,650.00,585000.00,204750.00,0.35,In-store
Foot Locker,1128299,23-07-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,85.00,550.00,467500.00,163625.00,0.35,In-store
Foot Locker,1128299,23-07-2021,Southeast,Virginia,Richmond,Men's Apparel,90.00,600.00,540000.00,216000.00,0.40,In-store
Foot Locker,1128299,23-07-2021,Southeast,Virginia,Richmond,Women's Apparel,105.00,600.00,630000.00,189000.00,0.30,In-store
Foot Locker,1128299,24-08-2021,Southeast,Virginia,Richmond,Men's Street Footwear,90.00,800.00,720000.00,252000.00,0.35,In-store
Foot Locker,1128299,24-08-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,80.00,775.00,620000.00,217000.00,0.35,In-store
Foot Locker,1128299,24-08-2021,Southeast,Virginia,Richmond,Women's Street Footwear,70.00,650.00,455000.00,159250.00,0.35,In-store
Foot Locker,1128299,24-08-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,70.00,425.00,297500.00,104125.00,0.35,In-store
Foot Locker,1128299,24-08-2021,Southeast,Virginia,Richmond,Men's Apparel,70.00,425.00,297500.00,119000.00,0.40,In-store
Foot Locker,1128299,24-08-2021,Southeast,Virginia,Richmond,Women's Apparel,75.00,250.00,187500.00,56250.00,0.30,In-store
Foot Locker,1128299,25-09-2021,Southeast,Virginia,Richmond,Men's Street Footwear,50.00,450.00,225000.00,78750.00,0.35,In-store
Foot Locker,1128299,25-09-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.00,450.00,247500.00,86625.00,0.35,In-store
Foot Locker,1128299,25-09-2021,Southeast,Virginia,Richmond,Women's Street Footwear,50.00,250.00,125000.00,43750.00,0.35,In-store
Foot Locker,1128299,25-09-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,50.00,200.00,100000.00,35000.00,0.35,In-store
Foot Locker,1128299,25-09-2021,Southeast,Virginia,Richmond,Men's Apparel,60.00,225.00,135000.00,54000.00,0.40,In-store
Foot Locker,1128299,25-09-2021,Southeast,Virginia,Richmond,Women's Apparel,45.00,250.00,112500.00,33750.00,0.30,In-store
Foot Locker,1128299,24-10-2021,Southeast,Virginia,Richmond,Men's Street Footwear,40.00,350.00,140000.00,49000.00,0.35,In-store
Foot Locker,1128299,24-10-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,55.00,525.00,288750.00,101062.50,0.35,In-store
Foot Locker,1128299,24-10-2021,Southeast,Virginia,Richmond,Women's Street Footwear,50.00,350.00,175000.00,61250.00,0.35,In-store
Foot Locker,1128299,24-10-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,45.00,325.00,146250.00,51187.50,0.35,In-store
Foot Locker,1128299,24-10-2021,Southeast,Virginia,Richmond,Men's Apparel,55.00,300.00,165000.00,66000.00,0.40,In-store
Foot Locker,1128299,24-10-2021,Southeast,Virginia,Richmond,Women's Apparel,60.00,350.00,210000.00,63000.00,0.30,In-store
Foot Locker,1128299,24-11-2021,Southeast,Virginia,Richmond,Men's Street Footwear,45.00,575.00,258750.00,90562.50,0.35,In-store
Foot Locker,1128299,24-11-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,50.00,650.00,325000.00,113750.00,0.35,In-store
Foot Locker,1128299,24-11-2021,Southeast,Virginia,Richmond,Women's Street Footwear,45.00,475.00,213750.00,74812.50,0.35,In-store
Foot Locker,1128299,24-11-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,55.00,450.00,247500.00,86625.00,0.35,In-store
Foot Locker,1128299,24-11-2021,Southeast,Virginia,Richmond,Men's Apparel,75.00,425.00,318750.00,127500.00,0.40,In-store
Foot Locker,1128299,24-11-2021,Southeast,Virginia,Richmond,Women's Apparel,80.00,550.00,440000.00,132000.00,0.30,In-store
Foot Locker,1128299,23-12-2021,Southeast,Virginia,Richmond,Men's Street Footwear,65.00,750.00,487500.00,170625.00,0.35,In-store
Foot Locker,1128299,23-12-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,75.00,750.00,562500.00,196875.00,0.35,In-store
Sports Direct,1128299,23-12-2021,Southeast,Virginia,Richmond,Women's Street Footwear,70.00,550.00,385000.00,134750.00,0.35,In-store
Sports Direct,1128299,23-12-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,70.00,550.00,385000.00,134750.00,0.35,In-store
Sports Direct,1128299,23-12-2021,Southeast,Virginia,Richmond,Men's Apparel,80.00,475.00,380000.00,152000.00,0.40,In-store
Sports Direct,1128299,23-12-2021,Southeast,Virginia,Richmond,Women's Apparel,85.00,575.00,488750.00,146625.00,0.30,In-store
Sports Direct,1185732,19-01-2021,Southeast,Virginia,Richmond,Men's Street Footwear,35.00,750.00,262500.00,131250.00,0.50,In-store
Sports Direct,1185732,19-01-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.00,550.00,192500.00,77000.00,0.40,In-store
Sports Direct,1185732,19-01-2021,Southeast,Virginia,Richmond,Women's Street Footwear,25.00,550.00,137500.00,41250.00,0.30,In-store
Sports Direct,1185732,19-01-2021,Southeast,Virginia,Richmond,Women's Athletic Footwear,30.00,400.00,120000.00,42000.00,0.35,In-store
Sports Direct,1185732,19-01-2021,Southeast,Virginia,Richmond,Men's Apparel,45.00,450.00,202500.00,81000.00,0.40,In-store
Sports Direct,1185732,19-01-2021,Southeast,Virginia,Richmond,Women's Apparel,35.00,550.00,192500.00,105875.00,0.55,In-store
Sports Direct,1185732,17-02-2021,Southeast,Virginia,Richmond,Men's Street Footwear,35.00,800.00,280000.00,140000.00,0.50,In-store
Sports Direct,1185732,17-02-2021,Southeast,Virginia,Richmond,Men's Athletic Footwear,35.00,450.00,157500.00,63000.00,0.40,In-store
Sports Direct,1185732,17-02-2021,Southeast,Virginia,Richmond,Women's Street Footwear,25.00,500.00,125000.00,37500.00,0.30,In-store
Sports Direct,1185732,17-02-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,30.00,375.00,112500.00,39375.00,0.35,In-store
Sports Direct,1185732,17-02-2021,Midwest,Michigan,Detroit,Men's Apparel,45.00,450.00,202500.00,81000.00,0.40,In-store
Sports Direct,1185732,17-02-2021,Midwest,Michigan,Detroit,Women's Apparel,35.00,550.00,192500.00,105875.00,0.55,In-store
Sports Direct,1185732,15-03-2021,Midwest,Michigan,Detroit,Men's Street Footwear,35.00,770.00,269500.00,134750.00,0.50,In-store
Sports Direct,1185732,15-03-2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,35.00,450.00,157500.00,63000.00,0.40,In-store
Sports Direct,1185732,15-03-2021,Midwest,Michigan,Detroit,Women's Street Footwear,25.00,475.00,118750.00,35625.00,0.30,In-store
Sports Direct,1185732,15-03-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,30.00,325.00,97500.00,34125.00,0.35,In-store
Sports Direct,1185732,15-03-2021,Midwest,Michigan,Detroit,Men's Apparel,45.00,375.00,168750.00,67500.00,0.40,In-store
Sports Direct,1185732,15-03-2021,Midwest,Michigan,Detroit,Women's Apparel,35.00,475.00,166250.00,91437.50,0.55,In-store
Sports Direct,1185732,16-04-2021,Midwest,Michigan,Detroit,Men's Street Footwear,35.00,725.00,253750.00,126875.00,0.50,In-store
Sports Direct,1185732,16-04-2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.00,425.00,170000.00,68000.00,0.40,In-store
Sports Direct,1185732,16-04-2021,Midwest,Michigan,Detroit,Women's Street Footwear,30.00,450.00,135000.00,40500.00,0.30,In-store
Sports Direct,1185732,16-04-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.00,375.00,131250.00,45937.50,0.35,In-store
Sports Direct,1185732,16-04-2021,Midwest,Michigan,Detroit,Men's Apparel,50.00,400.00,200000.00,80000.00,0.40,In-store
Sports Direct,1185732,16-04-2021,Midwest,Michigan,Detroit,Women's Apparel,40.00,525.00,210000.00,115500.00,0.55,In-store
Sports Direct,1185732,15-05-2021,Midwest,Michigan,Detroit,Men's Street Footwear,50.00,795.00,397500.00,198750.00,0.50,In-store
Sports Direct,1185732,15-05-2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,50.00,500.00,250000.00,100000.00,0.40,In-store
Sports Direct,1185732,15-05-2021,Midwest,Michigan,Detroit,Women's Street Footwear,45.00,475.00,213750.00,64125.00,0.30,In-store
Sports Direct,1185732,15-05-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.00,450.00,202500.00,70875.00,0.35,In-store
Sports Direct,1185732,15-05-2021,Midwest,Michigan,Detroit,Men's Apparel,55.00,475.00,261250.00,104500.00,0.40,In-store
Sports Direct,1185732,15-05-2021,Midwest,Michigan,Detroit,Women's Apparel,60.00,575.00,345000.00,189750.00,0.55,In-store
Sports Direct,1185732,17-06-2021,Midwest,Michigan,Detroit,Men's Street Footwear,55.00,825.00,453750.00,226875.00,0.50,In-store
Sports Direct,1185732,17-06-2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,50.00,575.00,287500.00,115000.00,0.40,In-store
Sports Direct,1185732,17-06-2021,Midwest,Michigan,Detroit,Women's Street Footwear,45.00,550.00,247500.00,74250.00,0.30,In-store
Sports Direct,1185732,17-06-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,45.00,525.00,236250.00,82687.50,0.35,In-store
Sports Direct,1185732,17-06-2021,Midwest,Michigan,Detroit,Men's Apparel,60.00,525.00,315000.00,126000.00,0.40,In-store
Sports Direct,1185732,17-06-2021,Midwest,Michigan,Detroit,Women's Apparel,65.00,675.00,438750.00,241312.50,0.55,In-store
Sports Direct,1185732,15-07-2021,Midwest,Michigan,Detroit,Men's Street Footwear,60.00,900.00,540000.00,270000.00,0.50,In-store
Sports Direct,1185732,15-07-2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,55.00,650.00,357500.00,143000.00,0.40,In-store
Sports Direct,1185732,15-07-2021,Midwest,Michigan,Detroit,Women's Street Footwear,50.00,575.00,287500.00,86250.00,0.30,In-store
Sports Direct,1185732,15-07-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,50.00,525.00,262500.00,91875.00,0.35,In-store
Sports Direct,1185732,15-07-2021,Midwest,Michigan,Detroit,Men's Apparel,60.00,550.00,330000.00,132000.00,0.40,In-store
Sports Direct,1185732,15-07-2021,Midwest,Michigan,Detroit,Women's Apparel,65.00,725.00,471250.00,259187.50,0.55,In-store
Sports Direct,1185732,16-08-2021,Midwest,Michigan,Detroit,Men's Street Footwear,60.00,875.00,525000.00,262500.00,0.50,In-store
Sports Direct,1185732,16-08-2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,55.00,650.00,357500.00,143000.00,0.40,In-store
Sports Direct,1185732,16-08-2021,Midwest,Michigan,Detroit,Women's Street Footwear,45.00,575.00,258750.00,77625.00,0.30,In-store
Sports Direct,1185732,16-08-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.00,525.00,183750.00,64312.50,0.35,In-store
Sports Direct,1185732,16-08-2021,Midwest,Michigan,Detroit,Men's Apparel,45.00,500.00,225000.00,90000.00,0.40,In-store
Sports Direct,1185732,16-08-2021,Midwest,Michigan,Detroit,Women's Apparel,50.00,675.00,337500.00,185625.00,0.55,In-store
Sports Direct,1185732,15-09-2021,Midwest,Michigan,Detroit,Men's Street Footwear,45.00,800.00,360000.00,180000.00,0.50,In-store
Sports Direct,1185732,15-09-2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.00,600.00,240000.00,96000.00,0.40,In-store
Sports Direct,1185732,15-09-2021,Midwest,Michigan,Detroit,Women's Street Footwear,35.00,500.00,175000.00,52500.00,0.30,In-store
Sports Direct,1185732,15-09-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,35.00,475.00,166250.00,58187.50,0.35,In-store
Sports Direct,1185732,15-09-2021,Midwest,Michigan,Detroit,Men's Apparel,45.00,475.00,213750.00,85500.00,0.40,In-store
Sports Direct,1185732,15-09-2021,Midwest,Michigan,Detroit,Women's Apparel,50.00,575.00,287500.00,158125.00,0.55,In-store
Sports Direct,1185732,17-10-2021,Midwest,Michigan,Detroit,Men's Street Footwear,50.00,750.00,375000.00,187500.00,0.50,In-store
Sports Direct,1185732,17-10-2021,Midwest,Michigan,Detroit,Men's Athletic Footwear,40.00,575.00,230000.00,92000.00,0.40,In-store
Sports Direct,1185732,17-10-2021,Midwest,Michigan,Detroit,Women's Street Footwear,40.00,425.00,170000.00,51000.00,0.30,In-store
Sports Direct,1185732,17-10-2021,Midwest,Michigan,Detroit,Women's Athletic Footwear,40.00,400.00,160000.00,56000.00,0.35,In-store
Sports Direct,1185732,17-10-2021,Midwest,Michigan,Detroit,Men's Apparel,50.00,400.00,200000.00,80000.00,0.40,In-store
Sports Direct,1185732,17-10-2021,Midwest,Michigan,Detroit,Women's Apparel,55.00,525.00,288750.00,158812.50,0.55,In-store
Sports Direct,1185732,16-11-2021,Midwest,Michigan,Detroit,Men's Street Footwear,50.00,675.00,337500.00,168750.00,0.50,In-store
